LXKresponded,body,codename,comments,date,id,model,program,purchaseType,reply,stars,title,upvotes,url,username
No,can't even get the printer on! keeps giving error saying remove packaging. Been on the phone with tech support for over an hour trying to get it to work. Longest brand new printer setup hassle i've ever experienced. Can't print. Waiting for someone to email me back to see what to do about it.The replacement arrived and was a long nightmare to install. I'm quite tech savy and could not get wireless printing to work at all. Tired of dealing with extensive setup so just returning. My laptop has no CD drive and trying to connect from laptop or phone was too complicated. Felt like i stepped back to 1999 and just gave up.,Bluering,0,"February 14, 2020",R2BBHFLB8X3CBJ,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,1,immediate problems. never got it working.,0,https://www.amazon.com/gp/customer-reviews/R2BBHFLB8X3CBJ?ie=UTF8&ASIN=B07T6PGM4J,Deanomite
No,"I was looking forward to trying this printer out. I followed the setup instructions precisely, and noticed that it was hard to open and close the cartridge tray door. The printer reported a 29.43 error about cartridge packaging material still being present. I checked carefully twice, but I had removed all the packaging material. I could not get past this error. LexMark tech support was closed, and they had a non-useful web page about this error, leading me to believe that this may be a common manufacturing defect.Printers are problematic enough when they have been in use for months and years, so I don't want a printer that has problems when it is brand new. I returned it.",Bluering,0,"February 10, 2020",R31PVVAS6QHZH1,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,1,DOA with cartridge packaging material error,1,https://www.amazon.com/gp/customer-reviews/R31PVVAS6QHZH1?ie=UTF8&ASIN=B07T6PGM4J,Kevin P
No,"I followed some of the advice from others who let comments (e.g. Once my router gave it a DHCP address I made it static). Afterwards, my devices were quickly able to locate it. I printed acolor photo from two and a text page from the rest. I have not tried to print a multipage document yet, but the pictures were high enough quality on standard paper that I could have them freshness. Set up was not easy, but I wouldn't call it difficult. I will update this once I have attempted a multipage document and buy my first replacement toner. Thus far I am very satisfied with its results.I printed a full color 39 page double sided document over WiFi. The document includes color graphs, color and black and white text, images, and color tables. From the time I pressed the print button until it completed printing was 4 minutes and 30 seconds. Every detail on each page is quality. There is no smudging. Each page is perfectly aligned from front to back.I am perplexed about all of the 1 star complaints, this printer is awesome!",Bluering,0,"February 3, 2020",R3CAO4DFVVR0BA,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Excellent printer for the price,17,https://www.amazon.com/gp/customer-reviews/R3CAO4DFVVR0BA?ie=UTF8&ASIN=B07T6PGM4J,John C
No,Very impressed. Not crazy fast but is the first one I have bought that actualy does auto 2 side printing. Saves me alot of paper and dont have to feed the paper in a second time.,Bluering,0,"February 2, 2020",R2XUIE4LW1YKR,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Great printer for the price,2,https://www.amazon.com/gp/customer-reviews/R2XUIE4LW1YKR?ie=UTF8&ASIN=B07T6PGM4J,Amazon Customer
No,"Setup was a breeze with my macbook, took less than 5 min. Quality and speed are outstanding. I love it",Bluering,0,"January 25, 2020",R1HHFCRZU2QV5O,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Excellent Color Printer,2,https://www.amazon.com/gp/customer-reviews/R1HHFCRZU2QV5O?ie=UTF8&ASIN=B07T6PGM4J,Ed
No,"This thing makes me feel dumb that I never bought one years ago and why this is not considered more on top printer lists as an economy buy. I've wasted so much money on bad inkjet printers that clog over time not to mention all the ink cartridges. I run a small business and need a printer only sporadically for invoicing and bulk photo printing. The review...1. The setup was not without it's challenges. You just need to make sure that you connect the Wifi to the printer first through the printer control panel then proceed with downloading the appropriate drivers/apps for your device. I found it really easy to connect the devices actually. My Google phone and Chromebook latched on immediately. I could see how others could have issues figuring this out though. I'm fairly tech savvy but it still took me a few minutes of fiddling. I don't understand the lack of included instructions out of the box or online. You really just need a small note card that could walk you through it but nothing, weird. The printing software is nothing to write home about and typically no frills.2. Quality for text is very good of course since it's a laser. Photos are okay. They aren't as poppy or crisp as most inkjets in the same price range but it's passable, at least for my needs. I didn't expect too much for the photo printing (due to reviews I read) but it actually met or exceeded my expectations. If photos are your main interest then you shouldn't be looking at a laser anyway.3. Although this is compact compared to other laser printers, it's not exactly small. It takes up as much space as a small multifunction inkjet. The advantage is that I can shove this unit into a shelf because it doesn't have a scanner top that you need to lift. I realized over time that I use a scanner maybe once a year so I wanted forgo that function.Initially, I am super happy with this. The price is amazing!! It does exactly what I need it to do for use as a basic office printer. I've been buying inkjets all my life. I hope that I don't have to deal with clogged printer heads ever again. I was also weary of buying a 'Lexmark' since there is very little hype about this brand. But I love the no frills design and function of this unit. If I encounter issues then I will update this review. Otherwise, assume this thing is still kicking butt.",Bluering,0,"January 23, 2020",R2JJXVDPKZCTPB,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Excellent,9,https://www.amazon.com/gp/customer-reviews/R2JJXVDPKZCTPB?ie=UTF8&ASIN=B07T6PGM4J,Benjamin Lai
No,"The printer itself is pretty good. It prints great colored prints, not necessarily top grade for photographers, but sufficient enough for everyday-use colored fliers and portraits. After reading the other reviews, I thought I wouldn't have any issues with connections and that the other buyers complaining of connection issues were isolated incidents; I was wrong. What good is a printer that prints excellent pictures but constantly disconnects from your devices when you need it?! It was constantly offline. I decided to return and go with a more reliable Canon.",Bluering,0,"March 13, 2020",R12R4GJFF35RYO,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,2,"Great quality, bad connection problems.",0,https://www.amazon.com/gp/customer-reviews/R12R4GJFF35RYO?ie=UTF8&ASIN=B07T6PGM4J,Raleigh Araga
No,i like,Bluering,0,"March 11, 2020",R23V3FK5MSBLUV,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,nbice,0,https://www.amazon.com/gp/customer-reviews/R23V3FK5MSBLUV?ie=UTF8&ASIN=B07T6PGM4J,Luis Proano
No,"I had problems getting the wifi working but with some tech support help worked thru it. And then all the apple devises connected for a while but now can no longer find the printer. It was a pain to get it hooked up so i said screw it and send all my work to the pc. Guess what, the pc can no longer find this printer. So now i am looking to get a wire. Damn it. Or call tech support again but reading others reviews has me thinking this may have been a bad purchase it i wanted wifi. I don’t know.",Bluering,0,"March 10, 2020",R1K5L8J0WP5ET5,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,2,Update,0,https://www.amazon.com/gp/customer-reviews/R1K5L8J0WP5ET5?ie=UTF8&ASIN=B07T6PGM4J,schultz
No,"UPDATE 3.21.20I went to print on the printer for the second time since printing after set up the first day I opened this printer. I saw the same problem as I did with my previous printer. The print quality is splotchy and blurry. Part of the page didn't even print. I tried darkening the toner in the settings - same issue, no difference. I tried doing a test print - even the test print was splotchy and not clear but the very last page said no issues with cartridge. Amazon customer service said try replacing the toner (which would have cost me HUNDREDS of dollars) which was ridiculous. I am still on the hunt for just a decent printer...I am starting to question if there are any good printers out there any more.I tried another brand before this and was an awful experience printing and trying to return it. I researched and decided to go with this laser printer, and at this price point, I am shocked that the print is THIS clean and sharp. The printer is a bit heavy (~30 lbs?) and large. The set up is pretty easy - I did NOT set up through the app, I did it directly on the printer and got a bit frustrated trying to scroll type my way through my wifi password one letter at a time, but was ready to go immediately after I connected. Then I added the printer on the computer and was printing within a minute. I have also added the app on my phone but have yet to try and print off the app.The only thing I am a bit disappointed by is the darkening of colors when I print in color. Beige turns into a greenish brown, the light pink turns into a muted, darker pink. I will be mindful when printing my own creations to pick lighter colors, but am a bit puzzled by this. Not enough to send back because the printer is so quick and sharp, but a bit annoyed my colors on the screen won't come out on the page exactly. I hope this review helps someone.",Bluering,0,"March 9, 2020",R2JVYG5FC41HPF,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,1,NOPE! STILL ON THE HUNT...,2,https://www.amazon.com/gp/customer-reviews/R2JVYG5FC41HPF?ie=UTF8&ASIN=B07T6PGM4J,pandafam
Yes,Terrible terrible quality. Worst than my bubble jet printer.,Bluering,1,"March 6, 2020",R8FYQ609BWVY6,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"Lexmark products are designed for reliability and consistent output quality, so we're sorry to hear you have had issues with this device. If you are reading this message within the Amazon-allowed return window, we recommend you initiate an Amazon return and request a replacement. If you are reading this message after the Amazon product-return window has closed, please call 1-800-LEXMARK (1-800-539-6275) Monday-Friday 8:00am to 9:00pm EST for further assistance.",1,Avoid,0,https://www.amazon.com/gp/customer-reviews/R8FYQ609BWVY6?ie=UTF8&ASIN=B07T6PGM4J,Avoid
No,DO NOT buy this printer! I spent 2 1/2 hours attempting to get it to connect wirelessly. It would work intermittently but would not stay connected and I have outstanding WiFi speed & connection strength.I tried to call customer service and waited 1 hour on hold.If you are an IT guy you MIGHT be able to get this to work but for the average Joe - forget it!,Bluering,0,"March 5, 2020",R1V04ABSSB750R,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,1,Don’t Buy - WIFI Doesn’t Connect - Be ware!!,1,https://www.amazon.com/gp/customer-reviews/R1V04ABSSB750R?ie=UTF8&ASIN=B07T6PGM4J,Topcop
Yes,"Out of the box this wouldn't work with my wi-fi connection that all my other devices work with. I ended up having to run a 20 foot USB cable to it and it still never worked. Just printed page after page of random letters, numbers, and symbols. No response on the front panel, cant even turn it off without unplugging it. Downloaded all drivers for it and no difference. Waited over an hour on the phone for technical support on multiple occasions before giving up. Lexmark chat tech support doesn't even load when you try and use it. It just says there is an error with the application. I have about 6 hours into this thing and its never worked. Don't waste your time.",Bluering,1,"March 4, 2020",R1HTSK6SKZWX1C,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,Thank you for this feedback. Lexmark strives to deliver quality products that are easy to use and we are disappointed we did not deliver in this case. Lexmark support calls are typically answered in under a minute when you call 1-800-LEXMARK (1-800-539-6275) from Monday-Friday 8:00am to 9:00pm EST. I hope you will give us another chance to help resolve the Wi-Fi and other issues you are having with your C3224 printer. ,1,"Garbage product, garbage tech support.",0,https://www.amazon.com/gp/customer-reviews/R1HTSK6SKZWX1C?ie=UTF8&ASIN=B07T6PGM4J,Smoke92
Yes,"Color didn't work well out of the box, out-of-memory errors trying to print a single page document, and the whole thing stopped working just over 2 months after delivery. For the price I wasn't expecting much, but this printer just isn't fit for any use. I got about five weeks of printing b&w documents out of it at a rate of 5-10 pages per day, 5 days per week. Very disappointing, and a waste of time, money and energy.",Bluering,1,"March 2, 2020",R3HKMNDZ0EAS3X,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"Hi CJ, Thank you for this review. We strive to delivery high quality and reliable products and hate to hear about the problems you experienced with your C3224 printer. The behavior you have outlined is not expected; however, it sounds like you are still in the warranty period.  I recommend calling 1-800-LEXMARK (1-800-539-6275) Monday-Friday 8:00am to 9:00pm EST and selecting the option for technical support so we can help to get you going again.",1,Junk,0,https://www.amazon.com/gp/customer-reviews/R3HKMNDZ0EAS3X?ie=UTF8&ASIN=B07T6PGM4J,CJ
No,"So far this has been an excellent printer. It does have a little troubled duplexing card stock, but at this price point I'll manually flip the page over. Only the second day, so I'll revisit this on day 30",Bluering,0,"February 28, 2020",R1RN4SV604B4A2,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,So far so good,0,https://www.amazon.com/gp/customer-reviews/R1RN4SV604B4A2?ie=UTF8&ASIN=B07T6PGM4J,Cynthia Tuel
No,Wonderful upgrade from our (very) old printer and just what we needed. The only thing that I am kind of disappointed about is that duplex printing seems to be for letter paper only.,Bluering,0,"February 25, 2020",R7F441SBI1GQC,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,prints cleanly and quickly,0,https://www.amazon.com/gp/customer-reviews/R7F441SBI1GQC?ie=UTF8&ASIN=B07T6PGM4J,Winona
Yes,"Arrives with the message ""Waste Toner bottle nearly full"". First time I turned it on- out of the box. I'm wondering if I have been sold a used product.",Bluering,1,"April 5, 2020",R146RCI4ZZZBPA,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"I understand why this message could be concerning, but I can assure you we do not ship used product.  One possibility is that during the shipping and handling of your unit, some of the toner got to the sensor that detects a full waste toner bottle. If so, this could be fixed by simply removing the waste bottle and tapping it on a hard surface.  If this isn't successful, we can have a replacement bottle shipped to you, simply call 1-800-LEXMARK Monday-Friday, 8:00am to 9:00pm EST (option 1) and we will take care of you. ",4,Great printer...but,0,https://www.amazon.com/gp/customer-reviews/R146RCI4ZZZBPA?ie=UTF8&ASIN=B07T6PGM4J,D. Lord
Yes,Absolute POS. The WiFi feature is a joke. It doesn’t work. Don’t waste your time or money.,Bluering,1,"April 1, 2020",RB17RK0ZRKZE,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"Lexmark designs and tests our products for quality and reliability, and we are sorry to hear about the challenges you shared getting started with your new printer.  We hope you will let us help resolve your issues.   We have technical support resources available if you go to  support.lexmark.com and enter your model number ""C3224"".  Once at the product page you will find an option for live ""chat"" support.  You can also call the Lexmark technical support line at 1-800-LEXMARK (1-800-539-6275) Monday-Friday, 8:00am to 9:00pm EST, and select option 1. ",1,WiFi doesn’t work.,0,https://www.amazon.com/gp/customer-reviews/RB17RK0ZRKZE?ie=UTF8&ASIN=B07T6PGM4J,Kindle Customer
Yes,The printer was great in the beginning but now I cannot get it to print at all. It always says it's offline. I've tried everything and it just won't work.,Bluering,1,"March 30, 2020",R1C4N6OGQZK0HV,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"Thank you for your feedback. Lexmark products are designed and tested for quality and reliability and hate to hear you are having this issue. For offline connectivity issues, we have resources available at support.lexmark.com, where we offer live support. I also recommend calling our Technical Support at 1-800-LEXMARK (1-800-539-6275) Monday-Friday, 8:00am to 9:00pm EST. Just select the option 1 for technical support.",3,Great printer when it works,1,https://www.amazon.com/gp/customer-reviews/R1C4N6OGQZK0HV?ie=UTF8&ASIN=B07T6PGM4J,dscmpesce
No,I LOVE this laser printer. I bought this printer to solely make water slide decals for my tumbler business. It works great. The print quality is amazing.,Bluering,0,"March 27, 2020",R1YMWP1U6TIY1P,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Great Printer!!,0,https://www.amazon.com/gp/customer-reviews/R1YMWP1U6TIY1P?ie=UTF8&ASIN=B07T6PGM4J,Amazon Customer
Yes,"Worked great for like a month, now even though it says it is connected, it is only ever 'unreachable'. I've gone in and set up the connection over and over again. It's like any time I want to print ANYTHING I have to reset to factory settings, reconnect, and print immediately. Wait for more than an hour and it's unreachable with no way to connect unless you go back to factory settings and do everything all over again. Garbage.",Bluering,1,"March 27, 2020",R32N5HZW1PYZHD,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"Thanks for your feedback.  We understand that dealing with problems, especially intermittent problems like this, is both inconvenient and frustrating. Lexmark offers a selection of relevant help videos and documents for just this type of setup assistance at support.lexmark.com.  Alternatively, our product support team has been trained to help fix these types of problems and is very skilled at getting you up and running again.  Lexmark support calls are typically answered in under a minute when you call 1-800-LEXMARK (1-800-539-6275) from Monday through Friday, 8:00am to 9:00pm EST. We hope you will give us a chance to resolve this issue.",1,"Love It At First, Now It Is Always 'Device is Unreachable'",0,https://www.amazon.com/gp/customer-reviews/R32N5HZW1PYZHD?ie=UTF8&ASIN=B07T6PGM4J,Snarky Star
No,Its probably the worst printer to have shipped in today's shipping environment. Never worked and I would suggest that no one buy this model. Its extremely hard to setup.Brian,Bluering,0,"March 23, 2020",R32F288TRFH3EM,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,1,Horrible Machine,0,https://www.amazon.com/gp/customer-reviews/R32F288TRFH3EM?ie=UTF8&ASIN=B07T6PGM4J,Brian
No,"Easy setup using ethernet connection, wireless connection on my laptop has a problem and the ethernet connection was a good solution for now. I had an older model Lexmark printer X4550 still working and very quite operation, every low noise.except ink cartridge holder broke.",Bluering,0,"March 21, 2020",R2YGW0VRO3KOSB,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Great Lexmark printer.,0,https://www.amazon.com/gp/customer-reviews/R2YGW0VRO3KOSB?ie=UTF8&ASIN=B07T6PGM4J,george tahan
No,"So far, I have no complaints for this printer. I bought it because I don't print all that often and was tired of my cartridges drying up in my inkjet printer. I read some of the reviews about the WiFi issues and took the advice of the ones who made their printer's IP address static. No WiFi issues for me. It prints fast with good quality. Very happy with my purchase.",Bluering,0,"March 21, 2020",R21KMQUUGLH80N,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Good Printer,0,https://www.amazon.com/gp/customer-reviews/R21KMQUUGLH80N?ie=UTF8&ASIN=B07T6PGM4J,Nickie Donlin
No,"Product received quickly from Amazon. Well packaged. Very easy to set-up and get it on my network. Small footprint and much quieter than my 7 year old HP color laser (and much smaller and lighter). So far, I am very happy with this purchase!",Bluering,0,"March 20, 2020",R2CE2OT3DWUZM6,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,,5,Perfect Home Office Color Laser Printer!,0,https://www.amazon.com/gp/customer-reviews/R2CE2OT3DWUZM6?ie=UTF8&ASIN=B07T6PGM4J,Chooseup
Yes,"Can't even get to try out a print.. ""REMOVE CARTRIDGE PACKAGING"" Lexmark failed, the doors don't even close properly.",Bluering,1,"March 13, 2020",R3NRYMXAR9G1I9,C3224dw,Bluering/Lionfish (BRLF),Verified Purchase,"Thanks for your feedback, Rodger.  We know dealing with problems like this are both inconvenient and frustrating. We work hard to ensure we delivery high quality products to our customers and your experience clearly falls short of that goal.  We hope you will let us help to resolve this issue. Lexmark support calls are typically answered in under a minute when you call 1-800-LEXMARK (1-800-539-6275) from Monday-Friday 8:00am to 9:00pm EST. ",1,"BAD PRINTER. ERRORS ALL THE TIME, WE GOT TWO, BOTH HAD THE SAME ISSUE",0,https://www.amazon.com/gp/customer-reviews/R3NRYMXAR9G1I9?ie=UTF8&ASIN=B07T6PGM4J,Rodger M.
